customer_id;age;gender;subscription_type;watch_hours;last_login_days;region;device;monthly_fee;payment_method;number_of_profiles;avg_watch_time_per_day;favorite_genre
68f57553-4zf4-455y-ax2e-ye88za80449x;68;Female;Standard;81,07;42;North America;Laptop;13,99;Debit Card;1;1,89;Documentary
1fxa0f85-9ya8-4a37-z594-0577yy40x107;40;Other;Basic;0,86;5;Oceania;Tablet;8,99;Debit Card;2;0,14;Documentary
99z75x88-389x-4e15-ae49-2fzxa9481a56;42;Male;Premium;1,91;44;Europe;Mobile;17,99;Crypto;1;0,04;Action
1ff10a52-1xx7-49ze-a93f-16x96x69yfe8;59;Other;Basic;14,32;47;South America;Laptop;8,99;Credit Card;1;0,3;Horror
28750512-060a-4199-zzz4-ffa43zay55z5;59;Other;Basic;0,09;25;Europe;Laptop;8,99;Crypto;2;0;Sci-Fi
85116642-x67a-44fz-8yf1-193e544x9390;33;Male;Premium;9,68;57;Asia;Laptop;17,99;Gift Card;1;0,17;Documentary
4y85513z-z640-49e2-966a-eyaf69ex1a62;24;Male;Standard;13,71;51;Oceania;Mobile;13,99;Debit Card;1;0,26;Horror
83ya2z12-f1fx-48z2-886z-y795742478a4;45;Female;Premium;11,99;54;North America;Desktop;17,99;Credit Card;2;0,22;Horror
7003x3e0-38y6-442z-z19e-026xxe7x98ea;48;Male;Premium;7,18;53;Asia;Tablet;17,99;Debit Card;4;0,13;Comedy
ze26463x-8xf5-4f33-aaa9-94fx9z9512f9;39;Male;Standard;31,83;2;Africa;Mobile;13,99;Crypto;5;10,61;Horror
476f04x7-1939-44f5-8231-9970934ze051;25;Male;Standard;7,26;43;Oceania;Desktop;13,99;PayPal;1;0,17;Action
8063a1yf-5f45-417e-ay5z-3660ye54yzz3;64;Male;Premium;3,51;30;Europe;Tablet;17,99;PayPal;5;0,11;Action
zzy95670-f863-4860-9yzz-x7z3xey90199;25;Male;Premium;16,61;34;Oceania;Mobile;17,99;Debit Card;4;0,47;Comedy
azx53402-72af-47yy-812z-9zaa61x4x769;59;Female;Basic;6,96;4;Asia;TV;8,99;PayPal;2;1,39;Horror
y3z7f8f2-8065-47y1-z595-aae94y1e9346;64;Male;Premium;15,22;4;North America;Laptop;17,99;Gift Card;1;3,04;Documentary
za0197zz-z5f5-478a-axxa-7fy9y9963ae2;62;Other;Premium;4,99;10;North America;TV;17,99;Debit Card;2;0,45;Comedy
xy7z6e36-883y-4x1z-8258-y057e80305e4;57;Male;Standard;3,73;5;Europe;Laptop;13,99;PayPal;2;0,62;Comedy
82861z0z-5y7x-4251-a211-75y0a5z2ee6y;24;Female;Premium;30,8;19;Europe;Mobile;17,99;Credit Card;5;1,54;Romance
a6391928-52e9-4141-85x4-5a49f203a0fz;51;Other;Basic;36,62;43;North America;Laptop;8,99;Credit Card;4;0,83;Horror
zy638748-782x-4220-8fy7-ex7e6747y894;69;Female;Basic;4,81;22;South America;TV;8,99;Gift Card;2;0,21;Action
x43y645x-181a-41e8-89a1-051xee52867x;20;Female;Standard;4,28;14;North America;Tablet;13,99;Debit Card;5;0,29;Sci-Fi
5707a108-y200-42ax-af1e-z4653z58x581;46;Female;Standard;10,98;20;Africa;Mobile;13,99;Gift Card;5;0,52;Sci-Fi
fx38515a-zay5-4f2e-a993-784z9013fa7z;21;Male;Premium;3,06;24;North America;Mobile;17,99;PayPal;4;0,12;Romance
fea19557-12f5-44ay-a0af-198x9808x92z;56;Other;Standard;16,86;34;South America;TV;13,99;Credit Card;2;0,48;Action
86z8e1a7-89e0-4e3e-9888-z7007z775af0;40;Other;Standard;9,41;46;Africa;TV;13,99;Crypto;3;0,2;Drama
75356eya-46e2-4y47-8f88-59y4646y5827;21;Other;Basic;54,56;11;North America;Desktop;8,99;Credit Card;5;4,55;Romance
4ayayzy6-042z-4xye-aae2-1a5y6x52ye20;18;Male;Premium;1,61;29;Asia;Mobile;17,99;PayPal;1;0,05;Drama
87y00608-y077-4037-9yfe-11x7e7f3f9f2;18;Female;Premium;0,38;37;North America;TV;17,99;Crypto;5;0,01;Action
4za7f702-5z22-4e31-ay70-272407ez79f8;31;Female;Premium;0,54;16;North America;Desktop;17,99;Credit Card;1;0,03;Sci-Fi
603x23ez-86y6-449e-83a9-626x45204y7f;45;Male;Basic;5,8;39;North America;Mobile;8,99;Debit Card;4;0,14;Documentary
79z69az0-31aa-48z1-a4zz-2987xz4fa802;33;Female;Standard;6,15;13;North America;Tablet;13,99;Gift Card;5;0,44;Horror
5fz82ya0-59z1-4y7a-aye5-9xy04e30y4az;33;Female;Standard;3,98;49;Oceania;Tablet;13,99;Debit Card;4;0,08;Drama
f42ex003-e8zf-42zx-830e-0286e52956a8;31;Male;Premium;1,9;31;Europe;Mobile;17,99;Gift Card;1;0,06;Horror
376z1e05-x9f2-4a64-a5f9-7817933x9y19;18;Other;Premium;7,93;60;Oceania;Mobile;17,99;Debit Card;4;0,13;Documentary
4zx379ay-7088-4f76-8659-5xee42ye681e;29;Male;Standard;1,23;50;Asia;Desktop;13,99;PayPal;3;0,02;Comedy
825y1f34-4y70-4e01-88xe-57f51yf6zy99;46;Other;Basic;8,69;35;Oceania;TV;8,99;Gift Card;1;0,24;Comedy
47f99416-fe67-4680-89a7-x3fz3aax0529;60;Male;Basic;21,16;23;Europe;TV;8,99;Credit Card;5;0,88;Romance
2810911z-xz9f-4yf9-97y5-5y22x2x60zee;52;Other;Standard;8,61;45;North America;Mobile;13,99;Crypto;3;0,19;Horror
114z979x-9555-470z-990f-4f6851855e8f;30;Other;Standard;14,41;51;Asia;Tablet;13,99;Gift Card;1;0,28;Comedy
023z26x4-y93x-4xy3-8397-5f01fx650e10;25;Male;Standard;1,36;4;North America;Laptop;13,99;Gift Card;5;0,27;Romance
95z8z913-647a-4yf0-8a1y-12eza4a8ex74;33;Female;Basic;0,03;51;North America;Laptop;8,99;Credit Card;1;0;Horror
xf48x25x-a147-43y2-a6f4-7995ax062y66;63;Female;Standard;45,57;53;Europe;Desktop;13,99;Debit Card;4;0,84;Romance
e3x1e10y-f5x4-42yz-a0yx-06z860980446;21;Other;Basic;19,21;57;Asia;Laptop;8,99;Gift Card;4;0,33;Documentary
3x604y3a-0z78-4192-8389-xx95566832af;46;Other;Standard;0,83;12;South America;Mobile;13,99;Crypto;4;0,06;Comedy
xxa88e04-zax3-4755-9aee-584f129x0x86;21;Female;Standard;9,39;41;South America;Mobile;13,99;PayPal;5;0,22;Drama
93880064-9281-4aey-a8f9-0ze261a5257y;49;Female;Premium;3,31;59;Europe;Laptop;17,99;PayPal;1;0,06;Sci-Fi
ff06ez31-09ff-48f4-821a-632z3x504124;55;Male;Premium;0,87;48;Asia;Tablet;17,99;Debit Card;4;0,02;Action
41f6124x-7959-4fy3-83af-7y634y843z10;39;Other;Premium;2,99;46;Europe;Tablet;17,99;Crypto;4;0,06;Romance
yz4906x4-6473-4xff-a7a6-9188zax17ez7;67;Female;Premium;15,71;20;North America;Mobile;17,99;Credit Card;5;0,75;Sci-Fi
0fz2y3f5-x063-4477-zaza-zffx25a2a799;55;Male;Standard;55,93;43;Asia;TV;13,99;Gift Card;1;1,27;Action
915zxyfy-6x40-4333-a5e2-5af8y8f31566;19;Female;Basic;40,16;20;Oceania;Desktop;8,99;PayPal;3;1,91;Action
414y16e4-7496-4596-z55x-41x8ex0219fe;65;Male;Premium;11,56;18;South America;Desktop;17,99;Crypto;1;0,61;Sci-Fi
yya8z581-77x7-49a1-91e5-6e68aex943a2;34;Female;Basic;7,93;60;Asia;Desktop;8,99;Crypto;1;0,13;Action
7136za96-f288-4279-a5ea-f9e2305f5387;58;Female;Standard;23,72;34;North America;Tablet;13,99;PayPal;4;0,68;Comedy
7a83aaz4-74x0-4981-a8xy-z3efz61412f6;25;Female;Premium;17,57;16;Oceania;Tablet;17,99;PayPal;4;1,03;Comedy
3x5xf00y-915y-489y-8z43-5066e165ee26;65;Female;Standard;0,53;1;Europe;Laptop;13,99;Credit Card;5;0,27;Sci-Fi
373zzz0y-fe39-494y-a615-e5066a1a2z6x;65;Other;Premium;27,63;8;Asia;TV;17,99;Crypto;5;3,07;Romance
524faae4-641a-4z2f-z59y-1e54axa79z0z;28;Male;Premium;50,96;23;North America;Mobile;17,99;Crypto;3;2,12;Horror
3a5x46fx-0ya3-44a1-a8ze-x7e35a75218e;57;Male;Basic;3,09;43;South America;Mobile;8,99;Debit Card;5;0,07;Horror
6z8y4yyx-8zee-4022-94e8-z5f5a0x5zz5f;64;Other;Standard;1,09;37;South America;Laptop;13,99;Credit Card;5;0,03;Documentary
99a0y45f-205z-4979-z1xa-1410233az47f;66;Other;Standard;10,25;28;North America;Desktop;13,99;Debit Card;4;0,35;Comedy
5azf9x55-254z-428f-83ze-4zfx21883499;29;Male;Premium;17,56;13;Asia;TV;17,99;Debit Card;3;1,25;Romance
0686a45f-68yx-4z98-94f5-3af6ze2axy23;66;Male;Premium;32,92;33;Asia;Mobile;17,99;Debit Card;4;0,97;Drama
73z0xz82-374y-43xf-a4a6-azezae1y9730;24;Female;Basic;1,71;3;Africa;Mobile;8,99;Crypto;3;0,43;Sci-Fi
53280000-5y09-40ef-a4xy-78x8y0583z19;36;Other;Basic;18,51;11;South America;TV;8,99;Debit Card;3;1,54;Sci-Fi
a7e20x3f-zf41-4628-8052-za95yff759y1;51;Female;Standard;13,68;3;Africa;Desktop;13,99;PayPal;4;3,42;Documentary
x8e57ff7-x71y-4ffa-8a92-f63fyex488xe;23;Other;Premium;11,61;38;North America;Mobile;17,99;Credit Card;3;0,3;Horror
y701zz39-0yx8-4e31-9z40-944xyy679fyz;66;Other;Premium;14,44;48;Africa;TV;17,99;Crypto;3;0,29;Comedy
18zex870-a69z-40y0-8x97-e03ae32e7xe8;29;Other;Standard;8,31;30;Asia;Mobile;13,99;PayPal;1;0,27;Action
fa491f04-59ez-4305-83ea-0e1a91ay890f;32;Female;Basic;11,48;34;Oceania;Tablet;8,99;Debit Card;1;0,33;Horror
7ze4e423-83zx-4yy9-96x5-a845a5ae728f;43;Male;Premium;1,99;17;Africa;TV;17,99;Crypto;5;0,11;Action
69a8fxy5-yf5z-43y9-zx8x-3fz8299eay10;61;Other;Standard;8,12;56;Africa;TV;13,99;Credit Card;4;0,14;Horror
xyaf88xx-7810-44zz-az55-x2ax4410ax63;44;Other;Basic;1,4;58;Asia;TV;8,99;Debit Card;5;0,02;Drama
a9x14534-5zya-41xx-8x02-0x92570yz764;35;Male;Standard;4,13;32;Africa;TV;13,99;Credit Card;1;0,13;Horror
179e0f5x-799x-4691-ayyy-09755ff50aay;67;Female;Basic;23,72;49;Oceania;Desktop;8,99;Gift Card;5;0,47;Documentary
8224eaf1-y683-4y85-a1f9-8zz9y2ef21ey;67;Female;Standard;8,12;26;South America;TV;13,99;Credit Card;3;0,3;Drama
4x72f986-020f-4y5e-9e76-ez69zea859e6;46;Other;Standard;1,24;60;Europe;TV;13,99;Debit Card;5;0,02;Horror
39ey453a-2361-4649-z68a-yza07181y4a7;41;Other;Standard;22,67;51;North America;Desktop;13,99;PayPal;2;0,44;Documentary
f38yz847-0ex5-4a2x-87zz-e740xx8axef2;28;Female;Basic;13,35;17;North America;Tablet;8,99;PayPal;1;0,74;Comedy
9401354x-1498-4eee-a560-19z633a103z3;48;Other;Premium;25,07;29;North America;Tablet;17,99;Credit Card;4;0,84;Drama
ey49x8e7-535x-4732-8fx2-f99e64a19a5f;62;Female;Standard;5,47;31;South America;TV;13,99;Debit Card;1;0,17;Sci-Fi
27yyy5ze-9895-4ee0-86z5-8e917y0650e4;29;Male;Basic;11,65;22;Asia;Laptop;8,99;PayPal;2;0,51;Comedy
yz370y32-624x-42ee-z4y7-x90yx286a11f;40;Female;Basic;1,79;14;South America;Laptop;8,99;PayPal;1;0,12;Documentary
0ax1zxa0-04xy-4731-9a41-z2y54969004y;35;Female;Basic;5,61;18;Europe;Mobile;8,99;Crypto;2;0,3;Horror
6a99ezz0-yy9f-45az-z6e9-4791602ae7y4;35;Female;Standard;3,26;39;Europe;Tablet;13,99;Debit Card;2;0,08;Drama
59711y93-38ef-47y5-z728-42fa302yayx0;42;Female;Standard;3,67;13;Oceania;TV;13,99;Debit Card;3;0,26;Action
zz67998e-4ay1-45xa-z7ya-605ey973e5fe;24;Male;Premium;1,12;55;Asia;Tablet;17,99;Crypto;5;0,02;Documentary
32y0a4x8-3699-4f09-907z-5f303f8274y1;38;Female;Premium;15,94;54;Oceania;Desktop;17,99;Crypto;2;0,29;Action
e090xf54-097z-4e77-87y0-f9e8a965y013;26;Other;Premium;8,32;48;Africa;Laptop;17,99;Crypto;5;0,17;Sci-Fi
ffz75258-7e17-4433-86ez-yya51e35z5xe;65;Female;Premium;22,68;40;Europe;Tablet;17,99;Crypto;2;0,55;Horror
z26a4921-90z8-4360-8834-fax7a130zfz4;24;Male;Premium;0,58;57;Europe;Tablet;17,99;PayPal;3;0,01;Sci-Fi
a539900a-x75e-4437-865y-59x6za1xf7f5;56;Other;Basic;11,81;14;Asia;Laptop;8,99;PayPal;2;0,79;Drama
eaf0471z-e553-4302-a1aa-yf3284f3a3a9;34;Female;Basic;0,95;44;Asia;Mobile;8,99;PayPal;4;0,02;Action
60fxxx3f-fyxx-4x60-9195-x733y67449a0;26;Female;Premium;0,67;8;Asia;Laptop;17,99;Debit Card;4;0,07;Sci-Fi
38af7xez-8836-4x80-a9fz-01540432a8z3;56;Other;Premium;3,67;19;Asia;TV;17,99;Debit Card;5;0,18;Action
5826ee1z-74y4-4180-zfx3-f486446f0023;57;Female;Standard;16,97;55;Asia;TV;13,99;Gift Card;4;0,3;Comedy
yyfyx4z9-a541-4751-azz4-571a84y4770y;54;Other;Standard;8,61;11;Africa;Tablet;13,99;Gift Card;3;0,72;Romance
31673a23-132a-46a7-z029-975ay1465y50;48;Male;Premium;4,15;53;Africa;Laptop;17,99;Credit Card;4;0,08;Documentary
8y4y751f-f5a4-4ay7-877x-1158xz922567;38;Female;Basic;6,63;24;Europe;Mobile;8,99;Crypto;3;0,27;Drama
90e5aae2-x9y9-4271-afz7-5e4z799xxaa6;70;Female;Basic;13,01;32;Asia;TV;8,99;Crypto;2;0,39;Comedy
094y8ee8-4143-4ezf-9ex3-1ax255f30ef5;53;Female;Standard;20,82;13;Asia;Laptop;13,99;Credit Card;2;1,49;Romance
y7429ze0-64x2-4995-a915-e1250fze94ey;48;Female;Premium;5,85;3;North America;Tablet;17,99;Credit Card;4;1,46;Action
43359fay-yz1f-4e7e-ae5y-990x96zx2200;63;Female;Basic;8,83;13;Asia;Laptop;8,99;Crypto;4;0,63;Sci-Fi
83404a73-33y4-4297-a97y-8a146155e477;67;Female;Premium;31,33;29;North America;Mobile;17,99;Gift Card;2;1,04;Horror
2y06953e-4zy1-42f4-8769-813f8f36z530;54;Other;Basic;0,5;54;Asia;Desktop;8,99;Crypto;1;0,01;Comedy
9797381e-3100-410y-8x84-6145zy723595;59;Male;Premium;8,39;59;Africa;Mobile;17,99;Debit Card;3;0,14;Horror
32z9yz76-87y9-48y7-a73a-293x09y61937;22;Other;Basic;18,39;44;Africa;TV;8,99;Credit Card;1;0,41;Comedy
az376x84-3616-480x-z4ez-49efee6f2837;24;Female;Basic;12,03;28;Asia;Mobile;8,99;Debit Card;4;0,41;Comedy
25fx1786-ff5a-45fy-zz97-0az5za25zzx4;69;Female;Basic;0,64;21;South America;Mobile;8,99;PayPal;1;0,03;Drama
fyy3fxxy-5axf-4ff0-9e0e-y84a424x2070;24;Female;Standard;3,9;32;South America;TV;13,99;PayPal;5;0,12;Sci-Fi
73afe00z-3f93-4yx4-z71f-161f6xa7x9a8;64;Other;Basic;4,86;33;South America;TV;8,99;Debit Card;5;0,14;Documentary
9f5ax18y-x0a8-4za0-z642-fa94801265f6;57;Female;Premium;28,21;1;Asia;Desktop;17,99;Crypto;5;14,11;Documentary
3e8y2562-a487-4x89-a1x8-3fxy53yaf638;45;Other;Basic;10,01;46;Asia;Mobile;8,99;PayPal;3;0,21;Comedy
63424808-052e-4e93-a382-1zy16302y1yx;34;Female;Basic;4,45;60;North America;Laptop;8,99;Gift Card;4;0,07;Action
704f903z-21e4-4101-8321-58x705089z06;18;Female;Premium;33,81;5;Asia;TV;17,99;Crypto;2;5,64;Romance
7az6446a-575z-4875-az7a-79zx93y17a64;21;Other;Premium;9,85;54;South America;Desktop;17,99;Debit Card;1;0,18;Action
ay7z5aa4-5y89-4616-926f-1z8919909x63;63;Female;Standard;6,37;48;Asia;Mobile;13,99;Credit Card;5;0,13;Romance
y1x2a88a-570a-4xe1-8313-46284y224zee;23;Other;Standard;24,23;52;Africa;TV;13,99;Gift Card;2;0,46;Documentary
45ea1095-e06z-4a1y-a0z7-y3671y9f006a;57;Other;Basic;52,8;0;Europe;Tablet;8,99;PayPal;2;52,8;Sci-Fi
2e46a8x4-xe1a-4340-9y8f-215xy059xf43;63;Other;Basic;15,77;2;Europe;Tablet;8,99;PayPal;4;5,26;Drama
a1fyez9a-0z93-4az1-8yy5-987x5ey80234;69;Other;Basic;13,94;32;North America;TV;8,99;PayPal;1;0,42;Action
054z7510-54y8-48f4-zx06-8e2za58yzx51;64;Female;Standard;2,56;3;North America;Laptop;13,99;Debit Card;4;0,64;Documentary
4a349095-f180-4xzf-981e-94a275412847;65;Male;Standard;1,55;1;Asia;Laptop;13,99;Debit Card;2;0,78;Horror
1af70z1z-x756-415f-a5z4-3861139559x8;32;Female;Premium;4,46;40;South America;Mobile;17,99;Crypto;1;0,11;Comedy
6z9ye9z4-316f-4e82-a0z9-127441795232;53;Male;Premium;7,98;20;Europe;Desktop;17,99;Credit Card;3;0,38;Action
0x7ay1xa-194x-4844-a919-6zfey0989x14;23;Other;Standard;9,6;54;Asia;Laptop;13,99;Gift Card;4;0,17;Action
760z70e5-2135-4106-zf18-2xf119411aa4;28;Female;Premium;3,16;8;Europe;Tablet;17,99;Crypto;1;0,35;Horror
2a0fxze4-588z-40fe-za75-19yeze31zea8;69;Other;Premium;1,85;33;Oceania;Laptop;17,99;Debit Card;2;0,05;Drama
53y38z09-0exy-4eaa-z83f-x8227ez19850;21;Other;Standard;14,71;11;Asia;Laptop;13,99;Crypto;1;1,23;Sci-Fi
825zx557-2ze9-4aya-a8x1-ez8a5f1zz037;29;Female;Premium;0,19;54;Europe;Mobile;17,99;PayPal;2;0;Drama
e2975ey5-yxz8-43x8-803a-1ezza615yf15;21;Male;Premium;20;22;North America;Laptop;17,99;Debit Card;5;0,87;Sci-Fi
820x7ez0-x64e-4e70-839a-ey9xz5zf1969;32;Male;Basic;12,51;30;South America;Mobile;8,99;PayPal;2;0,4;Romance
14f4e734-af4z-4566-9z26-a78985629xf6;47;Male;Standard;26,18;8;North America;TV;13,99;Debit Card;1;2,91;Action
9e80z9y8-a0z6-48zf-a0y6-44a0zz9a2fx4;66;Male;Standard;12,19;24;Oceania;Tablet;13,99;Debit Card;1;0,49;Action
8y6yf0y3-z47x-4935-8973-e2a6xe582z1y;60;Male;Basic;17,3;36;Europe;Tablet;8,99;Gift Card;3;0,47;Drama
00aa6y2a-z291-411e-z240-202fea9zf417;18;Male;Premium;17,83;37;Asia;Laptop;17,99;Credit Card;4;0,47;Action
xy13y828-exa9-45y8-909z-yz84e3z0z8fz;46;Male;Basic;7,08;23;Asia;Desktop;8,99;Credit Card;5;0,29;Action
936z242f-90a4-4a2z-a846-12y531y67xf2;25;Male;Premium;22,64;14;Africa;Desktop;17,99;PayPal;2;1,51;Horror
ey765y0z-yx27-4e30-z514-9509f020f439;51;Male;Basic;26,04;8;South America;Laptop;8,99;Credit Card;1;2,89;Romance
686ay4a2-1ff7-45xy-82a3-e28x5333190z;39;Female;Premium;12,07;15;South America;Desktop;17,99;Debit Card;1;0,75;Documentary
z622yy96-y02y-4990-zza5-x27f32558z77;69;Male;Basic;6,06;30;Europe;TV;8,99;Credit Card;4;0,2;Romance
6e13y94z-65xx-4z6z-z353-aa5382a88546;55;Female;Basic;24,21;35;Oceania;Laptop;8,99;PayPal;1;0,67;Drama
y03x3x6z-a16x-4z1x-zf07-788f0372yey5;20;Other;Standard;3,19;53;South America;Tablet;13,99;Gift Card;4;0,06;Sci-Fi
7a1x3z12-9ze6-46ez-zaa5-51803a0a4f10;20;Male;Premium;39,85;26;Europe;Desktop;17,99;Debit Card;1;1,48;Horror
0xeyy7ea-xeye-4638-83y8-z1xf7e1e54x2;31;Other;Standard;31,29;9;South America;TV;13,99;Crypto;4;3,13;Documentary
89y2yzz3-f9a7-4ez1-86y3-y5488a62490e;18;Female;Standard;11,81;9;South America;Mobile;13,99;Credit Card;4;1,18;Horror
9e99zy5e-ff55-4yae-8611-2ye51687ze6a;58;Other;Basic;6,1;26;Oceania;Tablet;8,99;Credit Card;2;0,23;Comedy
99z76135-94x0-48e6-9ay7-axa314yy1ax1;37;Other;Premium;26,5;12;South America;Tablet;17,99;Debit Card;5;2,04;Drama
225699y5-8z55-456f-95e3-7a5780ffay0a;23;Male;Standard;10,77;23;North America;Laptop;13,99;PayPal;3;0,45;Sci-Fi
e969x3a9-a455-455f-9ze8-38e701z1f653;46;Female;Standard;4,68;11;Africa;Tablet;13,99;Gift Card;5;0,39;Comedy
96xe19f9-6aa8-493x-af89-56xzf25535y7;22;Male;Standard;17,8;54;North America;Desktop;13,99;Debit Card;1;0,32;Action
7yxy323f-67af-48e2-z15z-3e94yf19681f;36;Other;Standard;2,79;10;Europe;Desktop;13,99;Gift Card;1;0,25;Sci-Fi
fef36xa3-13ae-416x-9e67-yfeze1220e24;51;Female;Premium;8,6;9;Europe;TV;17,99;Gift Card;1;0,86;Sci-Fi
2a1z3474-38x6-4ya0-8y57-z10eaae5e250;60;Other;Standard;4,57;60;Oceania;TV;13,99;Gift Card;3;0,07;Romance
x7ey3z35-329z-4ea1-z9x7-8e8xa1ae05zy;37;Male;Standard;2,43;6;North America;Tablet;13,99;Crypto;5;0,35;Romance
38x2x2az-e9ye-43x7-97zy-y6a2a3x37276;55;Male;Standard;43,73;28;North America;Laptop;13,99;PayPal;4;1,51;Horror
z9ze612x-y7yy-411f-afay-093196f87239;22;Male;Premium;21,47;51;South America;TV;17,99;PayPal;3;0,41;Sci-Fi
798y452z-e7e0-48f3-a908-4f639ay8e614;18;Other;Premium;16,89;33;South America;Laptop;17,99;Debit Card;4;0,5;Romance
744xxy65-15zx-4ea4-aze0-e6y0e760796f;46;Male;Premium;2,96;33;South America;TV;17,99;PayPal;5;0,09;Action
f9436f14-5021-4177-9206-z79xa434105y;49;Other;Premium;22,29;19;Africa;Tablet;17,99;Gift Card;1;1,11;Comedy
xyyfz706-58ze-4f82-9f92-z806781953e0;23;Male;Basic;10,37;30;Oceania;Tablet;8,99;PayPal;2;0,33;Drama
9y9899e3-1exf-4z8z-9y6x-yeexzy530a70;24;Female;Basic;21,04;10;Oceania;Tablet;8,99;Gift Card;2;1,91;Action
19e566a9-a789-4194-92ez-1a06z989a8x5;31;Other;Standard;8,02;28;Oceania;TV;13,99;Gift Card;5;0,28;Drama
y9f95e61-e079-477f-99z1-1136a2495e2f;66;Female;Standard;18,96;6;South America;Laptop;13,99;Gift Card;3;2,71;Action
3zea04a9-f8zy-4696-z3zz-60ezx979z047;65;Other;Basic;15,79;22;South America;Mobile;8,99;Debit Card;5;0,69;Sci-Fi
23a70fy2-9249-43z1-zef3-ea3121zyy6x4;64;Other;Basic;15,26;48;Asia;Mobile;8,99;Credit Card;1;0,31;Comedy
46f6a6ef-156a-4979-892f-f6912x017577;29;Female;Basic;0,36;3;Asia;Mobile;8,99;Debit Card;4;0,09;Horror
f426yz2e-e7yy-4571-zexf-az5972f5ey5e;55;Female;Premium;20,71;7;North America;Mobile;17,99;Debit Card;5;2,59;Sci-Fi
0017y041-a14z-4780-9x9a-7a99558a0768;62;Male;Basic;11,99;7;Europe;TV;8,99;PayPal;2;1,5;Romance
702a602e-e109-4038-z50z-e599z4x7z76f;59;Female;Basic;0,75;6;Oceania;TV;8,99;Debit Card;3;0,11;Romance
8zzf6861-x17e-4548-zf18-f7f295ye59xx;55;Other;Standard;3,19;45;South America;Mobile;13,99;Gift Card;2;0,07;Comedy
5673axfa-y739-4xzz-z371-fx1f3eaez562;52;Male;Premium;1,92;0;North America;TV;17,99;Debit Card;4;1,92;Action
7ff1a77z-f219-42x5-97yx-279306x9y7zy;26;Male;Basic;2,04;59;South America;Laptop;8,99;Credit Card;5;0,03;Drama
fzx594ee-94ya-41xx-ay59-144y2yez26y3;25;Male;Standard;30,99;52;Europe;TV;13,99;Gift Card;4;0,58;Horror
8095ze8a-3220-40ey-a3ax-6zzy2aee0yy9;33;Other;Basic;20,06;32;South America;Tablet;8,99;Debit Card;3;0,61;Drama
17f2ey1x-y875-43xa-9307-7012fa87236y;40;Female;Premium;3,91;53;Europe;Mobile;17,99;PayPal;4;0,07;Action
x694ex01-7f0y-40af-8749-f22aa8xx2ffa;55;Other;Premium;1,98;25;South America;Mobile;17,99;Gift Card;2;0,08;Romance
33624a15-18f7-4ffy-9315-f18f25909579;67;Female;Basic;5,74;1;Africa;Laptop;8,99;Credit Card;5;2,87;Drama
y76f1318-9857-4514-8548-3yx20a91f650;62;Female;Basic;1,04;16;North America;Mobile;8,99;Credit Card;5;0,06;Comedy
68afyy40-9zz4-4903-a7ye-3y64492794f6;69;Female;Standard;3,47;58;South America;Laptop;13,99;Gift Card;3;0,06;Comedy
6zyxe048-341y-45ay-98f5-4x14yz9833fz;53;Female;Premium;10,75;48;South America;Mobile;17,99;PayPal;4;0,22;Sci-Fi
a21z6747-za7f-45yf-aay1-1356ayz9y8ae;20;Male;Basic;14,05;12;Asia;Mobile;8,99;Gift Card;2;1,08;Romance
11x62y4f-y1a0-4356-80ez-394f38x17efe;60;Male;Premium;10,71;53;South America;Desktop;17,99;Credit Card;1;0,2;Documentary
z41e00a2-10x7-46ae-a151-2yy315xf1y34;56;Other;Basic;4,78;51;Oceania;Desktop;8,99;Gift Card;1;0,09;Romance
2f6eyf7y-ex0y-4011-8x13-90exf44z305x;65;Other;Premium;4,11;41;Asia;Mobile;17,99;Gift Card;2;0,1;Drama
f83a42x7-x5e6-4e72-ax56-651f51927aya;67;Male;Basic;6,47;47;Europe;TV;8,99;PayPal;2;0,13;Sci-Fi
8ff31276-200x-4aey-z2e0-6a25y12y51e1;58;Other;Basic;10,29;26;South America;Mobile;8,99;PayPal;1;0,38;Romance
2649f2e5-179f-4ae9-8280-0xx4aaxz0676;65;Female;Basic;10,17;19;Asia;Mobile;8,99;Debit Card;5;0,51;Documentary
xea362ex-393f-43z1-aaff-5195x91z0716;63;Female;Basic;22,9;11;Europe;TV;8,99;Credit Card;1;1,91;Romance
414e2477-5a33-4xe3-9f34-x375yyx27a80;38;Other;Premium;8,36;1;South America;TV;17,99;Gift Card;2;4,18;Drama
0627fy98-x9f7-49z9-a4yf-fx0z49f4e4x0;31;Male;Basic;11,96;6;Africa;Laptop;8,99;PayPal;4;1,71;Sci-Fi
05zf2a9f-e720-4x01-8ef5-9110x6fya724;23;Other;Standard;3,04;48;Europe;Tablet;13,99;Crypto;2;0,06;Horror
819a1e55-0a4e-4467-92z3-74936xy87eyx;27;Female;Standard;0,21;44;Africa;Mobile;13,99;Gift Card;3;0;Documentary
x667x8ex-686y-4x78-z93e-ax2zaz070x4a;46;Female;Basic;5,62;58;Europe;Mobile;8,99;PayPal;4;0,1;Documentary
fy8a1ff7-4y98-4ezx-a0yy-0fx7zz0zf243;62;Male;Basic;14,73;23;Africa;Desktop;8,99;Crypto;1;0,61;Romance
1y1a7x6e-6ya7-4z92-9ya2-8497547y5za1;25;Female;Basic;21,23;10;Africa;Laptop;8,99;Debit Card;1;1,93;Horror
